City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
470,Bom Jardim,BR,-7.7958,-35.5872,86.34,46,79,12.01,broken clouds,2022-01-23 20:23:54
471,Al Bardīyah,LY,31.7561,25.0865,50.4,54,48,14.05,scattered clouds,2022-01-23 20:23:54
472,Tilichiki,RU,60.4667,166.1,-20.63,86,70,7.23,broken clouds,2022-01-23 20:23:54
473,Belmonte,BR,-15.8631,-38.8828,82.9,66,79,7.07,broken clouds,2022-01-23 20:23:55
474,Copiapó,CL,-27.3667,-70.3333,69.49,31,92,11.16,overcast clouds,2022-01-23 20:23:55
475,Tual,ID,-5.6667,132.75,82.83,77,100,13.11,light rain,2022-01-23 20:23:55
476,Ilulissat,GL,69.2167,-51.1,12.22,62,75,11.5,broken clouds,2022-01-23 20:23:56
477,Mundo Nuevo (Ojo de Agua),MX,18.7,-95.5,69.35,83,85,12.73,overcast clouds,2022-01-23 20:23:56
478,Muisne,EC,0.6,-80.0333,78.91,82,53,9.86,light rain,2022-01-23 20:23:56
479,Wangkui,CN,46.8333,126.5,-17.3,100,20,2.28,few clouds,2022-01-23 20:23:56
480,Yertsevo,RU,60.7966,40.086,7.09,95,97,7.07,overcast clouds,2022-01-23 20:19:11
481,Mānsa,IN,29.9833,75.3833,52.07,84,98,3.38,overcast clouds,2022-01-23 20:23:57
482,Mitha Tiwana,PK,32.2486,72.1108,50.49,84,49,4.16,scattered clouds,2022-01-23 20:23:57
483,Port Lincoln,AU,-34.7333,135.8667,67.55,97,54,7.2,broken clouds,2022-01-23 20:23:57
484,Vallenar,CL,-28.5708,-70.7581,82.69,34,100,9.86,overcast clouds,2022-01-23 20:23:58
485,Beringovskiy,RU,63.05,179.3167,-19.43,97,78,4.63,broken clouds,2022-01-23 20:23:58
486,Artyom,AZ,40.4723,50.333,44.74,84,0,18.86,clear sky,2022-01-23 20:23:59
487,Quesnel,CA,52.9999,-122.5029,28.9,86,0,0.0,clear sky,2022-01-23 20:23:59
488,Thinadhoo,MV,0.5333,72.9333,81.75,69,21,14.2,few clouds,2022-01-23 20:23:59
489,Kavaratti,IN,10.5669,72.642,79.81,63,9,12.62,clear sky,2022-01-23 20:24:00
490,Vieques,PR,18.425,-65.8329,83.84,57,20,13.8,few clouds,2022-01-23 20:24:00
491,Muros,ES,42.7762,-9.0603,50.85,89,0,3.83,clear sky,2022-01-23 20:24:00
492,Port Shepstone,ZA,-30.7414,30.455,72.68,77,1,16.53,clear sky,2022-01-23 20:24:01
493,Coyhaique,CL,-45.5752,-72.0662,58.95,55,75,9.22,broken clouds,2022-01-23 20:24:01
494,Mormugao,IN,15.4,73.8,71.31,66,100,8.28,overcast clouds,2022-01-23 20:24:01
495,Altagracia de Orituco,VE,9.8601,-66.3814,87.51,35,10,8.14,clear sky,2022-01-23 20:24:02
496,Acapulco de Juárez,MX,16.8634,-99.8901,87.62,45,0,5.75,clear sky,2022-01-23 20:24:02
497,Nome,US,64.5011,-165.4064,1.47,85,0,0.0,clear sky,2022-01-23 20:24:03
498,Grand Baie,MU,-20.0182,57.5802,81.07,84,90,1.99,overcast clouds,2022-01-23 20:24:03
499,Rehoboth,NA,-23.3167,17.0833,78.33,24,60,11.1,broken clouds,2022-01-23 20:24:03
500,Zhuhai,CN,22.2769,113.5678,68.7,94,40,0.0,light rain,2022-01-23 20:23:29
501,Alyangula,AU,-13.8483,136.4192,76.87,100,100,3.44,overcast clouds,2022-01-23 20:24:04
502,Lamesa,US,32.7376,-101.951,55.08,41,2,4.65,clear sky,2022-01-23 20:24:04
503,Ternate,ID,0.8,127.4,79.97,83,99,6.96,overcast clouds,2022-01-23 20:24:04
504,Bianzhuang,CN,34.8486,118.0447,29.16,65,97,6.13,overcast clouds,2022-01-23 20:24:05
505,Lamu,KE,-2.2717,40.902,80.82,81,5,14.58,clear sky,2022-01-23 20:24:05
506,Suriāpet,IN,17.15,79.6167,73.76,50,100,3.51,overcast clouds,2022-01-23 20:24:05
507,Dunedin,NZ,-45.8742,170.5036,53.8,78,100,1.99,overcast clouds,2022-01-23 20:24:06
508,Ballina,AU,-28.8667,153.5667,67.96,91,100,8.05,overcast clouds,2022-01-23 20:25:06
509,Uíge,AO,-7.6087,15.0613,68.27,80,67,0.63,broken clouds,2022-01-23 20:25:06
510,Grimshaw,CA,56.1834,-117.6027,35.22,93,100,19.57,light rain,2022-01-23 20:25:07
511,Umm Hājar,TD,13.2954,19.6966,74.28,14,6,9.98,clear sky,2022-01-23 20:25:07
512,Imeni Poliny Osipenko,RU,52.4201,136.4853,-23.94,100,100,2.71,overcast clouds,2022-01-23 20:25:07
513,Beloha,MG,-25.1667,45.05,73.87,83,97,19.55,overcast clouds,2022-01-23 20:25:08
514,Ust-Nera,RU,64.5667,143.2,-21.26,99,100,2.68,overcast clouds,2022-01-23 20:25:08
515,Blatec,MK,41.8378,22.5781,21.16,86,95,5.19,light snow,2022-01-23 20:25:08
516,Sacramento,US,38.4666,-121.3177,69.51,65,0,1.01,haze,2022-01-23 20:22:46
517,Dinghaicun,CN,26.2847,119.7936,54.52,92,100,14.74,overcast clouds,2022-01-23 20:25:09
518,Longkou,CN,37.6508,120.3286,30.38,67,77,14.94,broken clouds,2022-01-23 20:25:09
519,Kirakira,SB,-10.4544,161.9205,81.25,84,68,5.55,broken clouds,2022-01-23 20:25:10
520,Oleśnica,PL,51.2134,17.3899,33.51,96,100,3.47,overcast clouds,2022-01-23 20:25:10
521,Uruçuí,BR,-7.2294,-44.5561,80.17,75,92,4.83,overcast clouds,2022-01-23 20:25:10
522,Middletown,US,39.5151,-84.3983,37.53,83,100,16.11,overcast clouds,2022-01-23 20:25:11
523,Três Lagoas,BR,-20.7511,-51.6783,87.75,51,83,7.58,broken clouds,2022-01-23 20:25:11
524,Seddon,AU,-37.8068,144.8916,72.21,81,0,0.0,clear sky,2022-01-23 20:25:11
525,Gibara,CU,21.1097,-76.1317,87.12,61,7,9.89,clear sky,2022-01-23 20:25:12
526,Mitú,CO,1.1983,-70.1733,82.85,79,78,2.13,broken clouds,2022-01-23 20:25:12
527,Say,NE,13.1007,2.3689,75.76,12,0,10.16,clear sky,2022-01-23 20:25:12
528,Naberera,TZ,-4.2,36.9333,67.15,68,100,8.34,overcast clouds,2022-01-23 20:25:13
529,Lüshunkou,CN,38.8,121.2667,19.62,63,100,16.13,overcast clouds,2022-01-23 20:25:13
530,Poronaysk,RU,49.2167,143.1167,-2.67,90,87,5.46,overcast clouds,2022-01-23 20:25:14
531,Majene,ID,-3.5403,118.9707,76.66,79,59,3.8,broken clouds,2022-01-23 20:25:14
532,Nacogdoches,US,31.6002,-94.6335,62.78,31,0,3.44,clear sky,2022-01-23 20:25:15
533,Anuradhapura,LK,8.3565,80.4173,68.95,86,100,4.97,overcast clouds,2022-01-23 20:25:15
534,Chumikan,RU,54.7183,135.315,-2.47,87,100,21.56,overcast clouds,2022-01-23 20:25:15
535,Walvis Bay,NA,-22.9575,14.5053,85.15,51,35,5.75,scattered clouds,2022-01-23 20:25:16
536,Meulaboh,ID,4.1363,96.1285,75.51,90,100,3.49,overcast clouds,2022-01-23 20:25:16
537,Tautira,PF,-17.7333,-149.15,84.22,80,62,16.91,broken clouds,2022-01-23 20:25:16
538,Olean,US,42.0776,-78.4297,27.28,79,100,3.44,light snow,2022-01-23 20:20:23
539,Levice,SK,48.2156,18.6071,31.82,86,9,5.39,clear sky,2022-01-23 20:25:17
540,Arman',RU,59.7,150.1667,-9.94,84,22,8.21,few clouds,2022-01-23 20:25:17
541,Nova Viçosa,BR,-17.8919,-39.3719,80.65,65,51,8.1,broken clouds,2022-01-23 20:25:17
542,Maniitsoq,GL,65.4167,-52.9,19.04,79,100,16.4,overcast clouds,2022-01-23 20:25:18
543,Wahiawā,US,21.5028,-158.0236,75.52,68,100,6.91,overcast clouds,2022-01-23 20:24:41
544,Quryq,KZ,43.2,51.65,37.02,61,9,27.38,clear sky,2022-01-23 20:25:18
545,Klyuchi,RU,52.2667,79.1667,-9.9,100,74,3.4,broken clouds,2022-01-23 20:25:18
546,Praia da Vitória,PT,38.7333,-27.0667,62.85,72,20,7.18,few clouds,2022-01-23 20:25:19
547,Dobryanka,RU,58.4619,56.4165,13.86,95,100,4.74,light snow,2022-01-23 20:25:19
548,Henties Bay,NA,-22.116,14.2845,73.76,81,25,6.69,scattered clouds,2022-01-23 20:25:19
549,Alofi,NU,-19.0595,-169.9187,82.29,78,20,8.05,few clouds,2022-01-23 20:25:20
550,Pacific Grove,US,36.6177,-121.9166,68.63,48,0,1.99,clear sky,2022-01-23 20:25:20
551,Parrita,CR,9.5201,-84.3225,91.17,62,41,6.42,scattered clouds,2022-01-23 20:25:20
552,Smithers,CA,54.7804,-127.1743,35.92,80,75,4.61,broken clouds,2022-01-23 20:25:21
553,Galesong,ID,-5.3166,119.3661,75.22,82,98,8.05,overcast clouds,2022-01-23 20:25:21
554,Rozivka,UA,46.9385,35.7724,26.56,93,100,15.86,light snow,2022-01-23 20:25:21
555,Kingman,US,35.1894,-114.053,57.02,30,0,10.36,clear sky,2022-01-23 20:26:22
556,Coffs Harbour,AU,-30.3,153.1333,68.13,93,100,8.05,overcast clouds,2022-01-23 20:26:22
557,Sulphur Springs,US,33.1385,-95.6011,64.35,25,0,9.22,clear sky,2022-01-23 20:26:22
558,Bacolod City,PH,10.6667,122.95,76.55,91,71,10.02,broken clouds,2022-01-23 20:26:23
559,Siniscola,IT,40.5719,9.6922,38.75,82,0,3.98,clear sky,2022-01-23 20:26:23
560,Saint-Pierre,RE,-21.3393,55.4781,80.28,83,40,16.11,scattered clouds,2022-01-23 20:26:24
561,Buraidah,SA,26.326,43.975,59.45,48,4,9.78,clear sky,2022-01-23 20:26:24
562,Megion,RU,61.0296,76.1136,1.42,99,96,2.33,overcast clouds,2022-01-23 20:26:24
563,Kunnamangalam,IN,11.3046,75.8777,75.83,87,2,4.5,clear sky,2022-01-23 20:26:24
564,Kumul,CN,42.8,93.45,23.13,60,0,6.22,clear sky,2022-01-23 20:26:25
565,Pervomayskoye,RU,43.919,46.7102,34.88,88,19,5.32,few clouds,2022-01-23 20:26:25
566,Jiangyan,CN,32.5061,120.1428,39.27,85,100,10.8,light rain,2022-01-23 20:26:25
567,Taoudenni,ML,22.6783,-3.9836,69.13,16,61,11.27,broken clouds,2022-01-23 20:26:26
568,Goma,CD,-1.6792,29.2228,64.11,86,98,2.44,overcast clouds,2022-01-23 20:26:26
569,Safi,MA,32.2994,-9.2372,61.43,93,97,9.31,overcast clouds,2022-01-23 20:26:26
570,Cockburn Town,TC,21.4612,-71.1419,78.28,75,0,10.47,clear sky,2022-01-23 20:26:27
571,Samarinda,ID,-0.5,117.15,72.84,99,97,1.01,overcast clouds,2022-01-23 20:26:27
572,Dubti,ET,11.7361,41.0853,80.04,49,47,10.94,scattered clouds,2022-01-23 20:26:28
573,San Felipe,VE,10.3399,-68.7425,82.92,53,89,6.76,overcast clouds,2022-01-23 20:26:28
574,Cabinda,AO,-5.55,12.2,77.05,86,4,7.81,clear sky,2022-01-23 20:26:28
575,San Quintín,MX,30.4833,-115.95,65.3,39,0,7.81,clear sky,2022-01-23 20:26:29
576,Algarrobo,CO,10.1869,-74.5753,92.95,32,73,10.83,broken clouds,2022-01-23 20:26:29
577,Jakar,BT,27.5492,90.7525,24.37,90,60,4.38,broken clouds,2022-01-23 20:26:29
578,Callaway,US,30.153,-85.5699,53.65,53,0,3.0,clear sky,2022-01-23 20:26:05
579,Grindavik,IS,63.8424,-22.4338,30.67,86,75,17.27,light shower snow,2022-01-23 20:26:30
580,Harlingen,US,26.1906,-97.6961,55.94,97,100,9.22,mist,2022-01-23 20:22:12
581,Tulun,RU,54.5611,100.5792,6.24,97,100,2.82,overcast clouds,2022-01-23 20:26:30
582,Ghosī,IN,26.1083,83.5436,56.12,95,13,6.69,few clouds,2022-01-23 20:26:30
583,Indramayu,ID,-6.3264,108.32,79.77,86,100,9.08,overcast clouds,2022-01-23 20:26:31
584,Muyezerskiy,RU,63.9333,31.65,28.29,97,100,14.41,overcast clouds,2022-01-23 20:26:31
585,Kabinda,CD,-6.1333,24.4833,67.89,84,100,2.86,overcast clouds,2022-01-23 20:26:31
586,Zhongshu,CN,24.5167,103.7667,42.1,89,0,3.65,clear sky,2022-01-23 20:26:32
587,Kiama,AU,-34.6833,150.8667,68.38,92,98,4.27,overcast clouds,2022-01-23 20:26:32
588,Niamey,NE,13.5137,2.1098,75.49,12,0,6.91,clear sky,2022-01-23 20:26:32
589,Kingaroy,AU,-26.5333,151.8333,60.84,100,99,0.0,overcast clouds,2022-01-23 20:26:33
590,Camopi,GF,3.1655,-52.3158,78.64,91,66,3.74,broken clouds,2022-01-23 20:26:33
591,Saint-Leu,RE,-21.15,55.2833,79.66,82,18,8.59,few clouds,2022-01-23 20:26:33
592,Kovdor,RU,67.5662,30.4758,35.19,96,100,15.93,overcast clouds,2022-01-23 20:26:34
593,Iracoubo,GF,5.4802,-53.2011,78.37,84,21,9.78,few clouds,2022-01-23 20:26:34
594,Christchurch,NZ,-43.5333,172.6333,57.94,91,100,1.99,mist,2022-01-23 20:21:59
595,Isla Vista,US,34.4133,-119.861,76.78,35,0,5.75,clear sky,2022-01-23 20:26:35
596,Coxim,BR,-18.5067,-54.76,93.88,48,100,3.94,overcast clouds,2022-01-23 20:26:35
597,Mindelo,CV,16.8901,-24.9804,72.95,73,75,25.32,broken clouds,2022-01-23 20:26:35
598,Port Hawkesbury,CA,45.6169,-61.3485,30.9,67,20,1.99,few clouds,2022-01-23 20:26:36
599,Gao,ML,16.6362,1.637,68.04,14,29,11.86,scattered clouds,2022-01-23 20:22:20
600,Querecotillo,PE,-4.8378,-80.6456,93.78,34,64,13.71,broken clouds,2022-01-23 20:26:36
601,Rahden,DE,52.4333,8.6167,43.05,86,100,3.44,overcast clouds,2022-01-23 20:26:36
602,Germersheim,DE,49.2231,8.3639,42.62,76,25,1.01,scattered clouds,2022-01-23 20:27:37
603,Toyooka,JP,35.5333,134.8333,41.38,91,100,9.8,overcast clouds,2022-01-23 20:27:37
604,Jódar,ES,37.8406,-3.3526,45.99,68,4,6.76,clear sky,2022-01-23 20:27:37
605,Banda Aceh,ID,5.5577,95.3222,76.6,86,95,4.94,overcast clouds,2022-01-23 20:27:38
606,Gawler,AU,-34.6,138.7333,75.47,76,99,7.45,light rain,2022-01-23 20:27:38
607,Vagay,RU,57.9375,69.0217,-1.95,96,56,3.87,broken clouds,2022-01-23 20:27:38
608,Plettenberg Bay,ZA,-34.0527,23.3716,77.43,39,0,2.66,clear sky,2022-01-23 20:27:39
609,Roebourne,AU,-20.7833,117.1333,82.56,72,98,12.75,light rain,2022-01-23 20:27:39
610,Abnūb,EG,27.2696,31.1511,52.34,50,5,7.14,clear sky,2022-01-23 20:27:39
611,Abu Samrah,SY,35.3029,37.1841,40.55,68,31,7.16,scattered clouds,2022-01-23 20:27:40
612,Tigil',RU,57.8,158.6667,-2.45,99,100,3.53,overcast clouds,2022-01-23 20:27:40
613,Havre-St-Pierre,CA,50.2334,-63.5986,19.4,67,75,5.75,broken clouds,2022-01-23 20:27:40
614,Mehamn,NO,71.0357,27.8492,41.18,75,0,34.52,clear sky,2022-01-23 20:27:41
615,Mitsamiouli,KM,-11.3847,43.2844,80.64,81,100,22.03,moderate rain,2022-01-23 20:27:41
616,Paamiut,GL,61.994,-49.6678,22.1,74,100,13.38,overcast clouds,2022-01-23 20:27:41
617,Asău,RO,46.4333,26.4,22.95,89,96,8.72,overcast clouds,2022-01-23 20:27:42
618,Sarankhola,BD,22.3082,89.7897,66.88,77,100,5.37,overcast clouds,2022-01-23 20:27:42
619,Malinyi,TZ,-8.9333,36.1333,72.27,95,100,2.21,light rain,2022-01-23 20:27:42
620,Duekoué,CI,6.7472,-7.3496,75.33,24,3,2.55,clear sky,2022-01-23 20:27:43
621,Apex,US,35.7327,-78.8503,48.45,53,20,1.99,few clouds,2022-01-23 20:24:11
622,Langsa,ID,4.4683,97.9683,73.29,95,78,1.23,broken clouds,2022-01-23 20:27:43
623,Ratnagiri,IN,16.9833,73.3,69.69,72,99,8.1,overcast clouds,2022-01-23 20:27:43
624,Long,TH,18.0761,99.8326,68.18,56,2,2.15,clear sky,2022-01-23 20:27:44
625,Palana,RU,59.1167,159.9667,-11.81,95,74,5.03,broken clouds,2022-01-23 20:27:44
626,Wau,SS,7.7029,27.9953,78.01,24,30,5.03,scattered clouds,2022-01-23 20:27:44
627,Makakilo City,US,21.3469,-158.0858,77.32,64,100,6.91,overcast clouds,2022-01-23 20:24:30
628,Otjimbingwe,NA,-22.35,16.1333,84.13,30,99,11.65,overcast clouds,2022-01-23 20:27:45
629,Balyqshy,KZ,47.0667,51.8667,17.6,86,0,22.37,clear sky,2022-01-23 20:27:45
630,Marsh Harbour,BS,26.5412,-77.0636,71.8,73,86,6.38,overcast clouds,2022-01-23 20:27:46
631,Yulara,AU,-25.2406,130.9889,73.24,60,0,8.05,clear sky,2022-01-23 20:27:46
632,Dodge City,US,37.7528,-100.0171,59.25,38,0,8.01,clear sky,2022-01-23 20:27:46
633,Foça,TR,38.6703,26.7566,39.06,44,86,14.34,overcast clouds,2022-01-23 20:27:47
634,La Ronge,CA,55.1001,-105.2842,1.65,71,75,6.91,broken clouds,2022-01-23 20:27:47
635,Mafinga,TZ,-7.25,35.0667,66.38,87,100,1.63,overcast clouds,2022-01-23 20:27:47
636,Forbes,AU,-33.3833,148.0167,68.92,69,100,5.32,overcast clouds,2022-01-23 20:27:48
637,Manokwari,ID,-0.8667,134.0833,78.98,80,100,5.06,overcast clouds,2022-01-23 20:27:48
638,Alugan,PH,12.2188,125.4808,77.68,89,100,8.95,heavy intensity rain,2022-01-23 20:27:48
639,Ambrolauri,GE,42.5211,43.1622,43.5,88,100,5.19,overcast clouds,2022-01-23 20:27:48
640,Peniche,PT,39.3558,-9.3811,55.62,76,12,10.6,few clouds,2022-01-23 20:27:49
641,Voyvozh,RU,62.892,54.9635,13.5,95,100,6.11,overcast clouds,2022-01-23 20:27:49
642,Muş Province,TR,39.0,41.75,15.93,96,100,6.91,light snow,2022-01-23 20:27:50
643,Sheltozero,RU,61.3667,35.3667,16.32,92,100,12.71,light snow,2022-01-23 20:27:50
644,Benguela,AO,-12.5763,13.4055,76.86,77,53,1.52,broken clouds,2022-01-23 20:27:50
645,Mayumba,GA,-3.432,10.6554,76.77,89,38,8.3,scattered clouds,2022-01-23 20:27:51
646,Sint-Niklaas,BE,51.1651,4.1437,42.85,81,5,1.99,clear sky,2022-01-23 20:27:51
647,Vermilion,US,40.1667,-87.7506,28.99,64,100,10.0,overcast clouds,2022-01-23 20:28:51
648,Port Macquarie,AU,-31.4333,152.9167,68.9,84,91,7.47,overcast clouds,2022-01-23 20:28:52
649,Yinchuan,CN,38.4681,106.2731,28.06,67,4,3.47,clear sky,2022-01-23 20:28:52
650,Vary,UA,48.1221,22.7128,18.09,85,5,7.74,clear sky,2022-01-23 20:28:52
651,Aquiraz,BR,-3.9014,-38.3911,84.29,66,0,10.16,clear sky,2022-01-23 20:28:53
652,Chimoio,MZ,-19.1164,33.4833,69.66,94,75,10.31,broken clouds,2022-01-23 20:28:53
653,Biak,ID,-0.9131,122.8766,76.6,83,88,3.58,overcast clouds,2022-01-23 20:28:54
654,Labuhan,ID,-6.8844,112.2051,77.41,88,83,10.42,broken clouds,2022-01-23 20:28:54
655,La Rioja,ES,42.25,-2.5,35.04,75,0,5.73,clear sky,2022-01-23 20:28:54
656,São José do Belmonte,BR,-7.8614,-38.7597,88.77,36,99,8.23,overcast clouds,2022-01-23 20:28:55
657,Goiatuba,BR,-18.0125,-49.3547,81.01,67,81,4.18,broken clouds,2022-01-23 20:28:55
658,Finnsnes,NO,69.2296,17.9811,43.41,96,100,35.81,light rain,2022-01-23 20:28:55
659,Masallātah,LY,32.6167,14.0,50.07,78,100,4.45,overcast clouds,2022-01-23 20:28:56
660,Camabatela,AO,-8.1881,15.375,64.54,76,34,0.29,scattered clouds,2022-01-23 20:28:56
661,Mana,GF,5.6592,-53.7767,78.42,84,35,9.17,scattered clouds,2022-01-23 20:28:56
662,Beidao,CN,34.5686,105.8933,30.2,89,88,1.61,overcast clouds,2022-01-23 20:28:57
663,Ovalle,CL,-30.5983,-71.2003,85.64,30,0,10.42,clear sky,2022-01-23 20:28:57
664,Nexø,DK,55.0607,15.1306,41.09,87,100,9.4,overcast clouds,2022-01-23 20:28:57
665,Cap-Chat,CA,49.1001,-66.6821,19.4,58,100,11.5,overcast clouds,2022-01-23 20:24:31
666,Kundiawa,PG,-6.0167,144.9667,61.23,97,100,3.22,overcast clouds,2022-01-23 20:28:58
667,Ambilobe,MG,-13.2,49.05,74.19,96,100,9.4,moderate rain,2022-01-23 20:28:58
668,Tolga,DZ,34.7222,5.3785,47.21,46,13,8.66,few clouds,2022-01-23 20:28:58
669,Sire,NG,12.9299,5.2043,71.53,12,0,11.21,clear sky,2022-01-23 20:28:59
670,Yuncheng,CN,35.0231,110.9928,32.43,90,96,2.57,light snow,2022-01-23 20:28:59
671,Kidal,ML,18.4411,1.4078,68.38,13,6,10.11,clear sky,2022-01-23 20:28:59
672,Lieksa,FI,63.3167,30.0167,28.99,97,100,13.56,overcast clouds,2022-01-23 20:28:59
673,Fairbanks,US,64.8378,-147.7164,14.31,84,0,0.0,clear sky,2022-01-23 20:29:00
674,Aguié,NE,13.506,7.7786,66.04,13,7,11.48,clear sky,2022-01-23 20:29:00
675,Jieshi,CN,22.8134,115.8257,65.95,86,92,0.67,overcast clouds,2022-01-23 20:29:00
676,Payo,ID,-3.7508,103.6372,72.48,96,98,2.21,overcast clouds,2022-01-23 20:29:01
677,Thunder Bay,CA,48.4001,-89.3168,8.56,52,75,17.27,broken clouds,2022-01-23 20:27:40
678,Wasilla,US,61.5814,-149.4394,44.15,64,100,8.05,overcast clouds,2022-01-23 20:29:01
679,Ţahţā,EG,26.7693,31.5021,52.79,47,1,6.24,clear sky,2022-01-23 20:29:02
680,Juneau,US,58.3019,-134.4197,40.84,96,100,3.44,overcast clouds,2022-01-23 20:29:02
681,Lev Tolstoy,RU,53.2134,39.446,7.54,100,98,8.12,overcast clouds,2022-01-23 20:29:02
682,Dandong,CN,40.1292,124.3947,18.28,62,72,7.14,broken clouds,2022-01-23 20:29:03
683,Krosno Odrzańskie,PL,52.0549,15.0988,40.82,99,100,2.86,overcast clouds,2022-01-23 20:29:03
684,Nishihara,JP,26.1842,127.7558,70.88,94,100,13.8,overcast clouds,2022-01-23 20:29:03
685,Mīnāb,IR,27.1467,57.0801,50.32,76,0,0.0,clear sky,2022-01-23 20:29:03
686,Neyshabur,IR,36.2133,58.7958,34.02,32,0,0.65,clear sky,2022-01-23 20:29:04
687,Kiryat Gat,IL,31.61,34.7642,51.4,100,100,4.83,overcast clouds,2022-01-23 20:29:04
688,Dhībān,SY,35.0365,40.5167,49.23,56,80,3.06,broken clouds,2022-01-23 20:29:05
689,Poim,RU,53.0264,43.1872,22.55,94,100,10.45,snow,2022-01-23 20:29:05
690,Nísia Floresta,BR,-6.0911,-35.2086,85.01,62,62,10.13,broken clouds,2022-01-23 20:29:05
691,Barroso,BR,-21.1869,-43.9758,80.78,80,11,6.51,few clouds,2022-01-23 20:30:06
692,Chapais,CA,49.7834,-74.8492,-7.82,90,100,6.87,overcast clouds,2022-01-23 20:30:06
693,Yanam,IN,16.7333,82.2167,70.18,95,15,1.61,few clouds,2022-01-23 20:30:07
694,Barranca,PE,-10.75,-77.7667,74.48,76,54,10.27,broken clouds,2022-01-23 20:30:08
695,Uchiza,PE,-8.4592,-76.4633,81.34,82,48,1.72,scattered clouds,2022-01-23 20:30:08
696,Jacmel,HT,18.2342,-72.5347,84.04,56,0,6.44,clear sky,2022-01-23 20:30:09
697,Suleja,NG,9.1758,7.1808,81.19,19,2,5.1,clear sky,2022-01-23 20:30:09
698,Kankakee,US,41.15,-87.8667,23.16,77,100,12.66,overcast clouds,2022-01-23 20:30:09
699,Methóni,GR,36.8197,21.7049,39.22,54,54,4.83,broken clouds,2022-01-23 20:30:10
700,Kondinskoye,RU,59.6481,67.41,-4.85,100,82,4.34,broken clouds,2022-01-23 20:30:10
701,Acaraú,BR,-2.8856,-40.12,81.36,68,37,16.67,scattered clouds,2022-01-23 20:30:10
702,Gboko,NG,7.3179,8.9951,81.5,14,6,6.26,clear sky,2022-01-23 20:30:11
703,Gamba,GA,-2.65,10.0,76.26,89,5,4.59,clear sky,2022-01-23 20:30:11
704,Omsukchan,RU,62.5333,155.8,-27.53,98,100,4.83,overcast clouds,2022-01-23 20:30:12
705,Cayenne,GF,4.9333,-52.3333,78.84,87,75,4.61,broken clouds,2022-01-23 20:30:07
706,Micheweni,TZ,-4.9667,39.8333,81.16,75,100,15.73,overcast clouds,2022-01-23 20:30:12
707,Matamba,TZ,-8.9833,33.9667,54.72,95,100,3.33,light rain,2022-01-23 20:30:13
708,Mungwi,ZM,-10.1732,31.3694,61.23,97,93,3.27,overcast clouds,2022-01-23 20:30:13
